# 国家地名信息库·地名读音
# https://dmfw.mca.gov.cn/sound.html
#
# 地名	类型	读音
# standardName	placeType	romanAlphabetSpelling

殷家岭	农村居民点	Yīnjiālǐng
港口林村	农村居民点	Gǎngkǒulíncūn
鄱阳村民委员会	村民委员会	Póyáng Cūnmínwěiyuánhuì
桥楼子	农村居民点	Qiáolóuzǐ
乌日特查干额勒斯	沙漠	Urt Qagan Eles
水库下	农村居民点	Shuǐkùxià
察布	农、林、牧场点	Qab
特莫呼珠村村民委员会	村民委员会	Tèmòhūzhūcūn Cūnmínwěiyuánhuì
鹅公塘河	河流	Égōngtáng Hé
黑潭扁	农村居民点	Hēitánbiǎn
乌兰戈壁	沙漠	Ûlaan Gobi
柴庄	农村居民点	Cháizhuāng
砖洞	农村居民点	Zhuāndòng
河矣城村	农村居民点	Héyǐchéngcūn
滚吉拉嘎	农、林、牧场点	Gun Jalag
新屋章家	农村居民点	Xīnwūzhāngjiā
腊庄	农村居民点	Làzhuāng
高溪村民委员会	村民委员会	Gāoxī Cūnmínwěiyuánhuì
苏亥	农、林、牧场点	Sûhai
匡时村	农村居民点	Kuāngshícūn
大邑	农村居民点	Dàyì
哑虎坑	农村居民点	Yǎhǔkēng
梓塘	农村居民点	Zǐtáng
巴润浩日格	农、林、牧场点	Barûûn Horog
增家山	农村居民点	Zēngjiāshān
小凹沟	农村居民点	Xiǎo'wāgōu
河矣江村	农村居民点	Héyǐjiāngcūn
旗山	农村居民点	Qíshān
浑勒敖勒	山峰	Hund Ûûl
哈布特盖音敖瑞	山	Habtgain Ôrôi
下房刘家	农村居民点	Xiàfángliújiā
皮店乡	乡级行政区	Pídiàn Xiāng
下简沟	农村居民点	Xiàjiǎngōu
合心村民委员会	村民委员会	Héxīn Cūnmínwěiyuánhuì
魏家河坝	农村居民点	Wèijiāhébà
洞门口	农村居民点	Dòngménkǒu
查干乃恩格日	山	Qaganii Enger
龙云镇	乡级行政区	Lóngyún Zhèn
黄花塘	农村居民点	Huánghuātáng
八字脑洲	洲、河岛	Bāzìnǎo Zhōu
桐子店	农村居民点	Tóngzǐdiàn
熊掌排	农村居民点	Xióngzhǎngpái
四至务地	农村居民点	Sìzhìwùdì
砖屋塅	农村居民点	Zhuānwūduàn
浒江	农村居民点	Hǔjiāng
社前湾	农村居民点	Shèqiánwān
罗家镇	乡级行政区	Luójiā Zhèn
伊拉自然村	农村居民点	Yula Dewa
额木呢都嘎拉格	农、林、牧场点	Omon Tuulag
柯北台	农村居民点	Kēběitái
岩石庙洲	洲、河岛	Yánshímiào Zhōu
合居沟	农村居民点	Héjūgōu
兰青乡	乡级行政区	Lánqīng Xiāng
毕其亨海勒斯	农、林、牧场点	Biqhan Hails
英雄一路	主干路	Yīngxióng 1 Lù
新风村民委员会	村民委员会	Xīnfēng Cūnmínwěiyuánhuì
西鸣	农村居民点	Xīmíng
云埂	农村居民点	Yúngěng
吾夺地	农村居民点	Wúduódì
乌龟岭	山峰	Wūguī Lǐng
韩家林	农村居民点	Hánjiālín
董家庙	农村居民点	Dǒngjiāmiào
尖角脑	山峰	Jiānjiǎonǎo
音德日	农、林、牧场点	Inder
源下	农村居民点	Yuánxià
头亭	农村居民点	Tóutíng
玉屏东大街	主干路	Yùpíng Dōngdàjiē
大羌朗	农村居民点	Dàqiānglǎng
朝门山	山	Cháomén Shān
关门山	农村居民点	Guānménshān
高日特	农、林、牧场点	Gûûrt
吕张庄	农村居民点	Lǚzhāngzhuāng
胡子里	农村居民点	Húzǐlǐ
邵家畈	农村居民点	Shàojiāfàn
大蓬里	农村居民点	Dàpénglǐ
何家坝	农村居民点	Héjiābà
凤凰头	山峰	Fènghuángtóu
董家桥	农村居民点	Dǒngjiāqiáo
板棚里	农村居民点	Bǎnpénglǐ
禾子背	农村居民点	Hézǐbèi
小羌朗	农村居民点	Xiǎoqiānglǎng
蜈蜂岭	山峰	Wúfēng Lǐng
李河	河流	Lǐ Hé
吴泗姜庄	农村居民点	Wúsìjiāngzhuāng
芒榨	农村居民点	Mángzhà
青草崖	山	Qīngcǎo Yá
前山大岭	山峰	Qiánshān Dàlǐng
曲沟	农村居民点	Qūgōu
四方	农村居民点	Sìfāng
秃头岭	农村居民点	Tūtóulǐng
河舒河	河流	Héshū Hé
新渔	农村居民点	Xīnyú
谭里	农村居民点	Tánlǐ
青草岩	山	Qīngcǎo Yán
雷岭叶家	农村居民点	Léilǐngyèjiā
阿日钦阿木	农、林、牧场点	Arqiin Am
滩面	农村居民点	Tānmiàn
虎形垄	农村居民点	Hǔxínglǒng
虎尾埂	山峰	Hǔwěigěng
下毛坦	农村居民点	Xiàmáotǎn
围渡	农村居民点	Wéidù
小白兔	农村居民点	Xiǎobáitù
周放	农村居民点	Zhōufàng
南谷张家	农村居民点	Nángǔzhāngjiā
学堂背	农村居民点	Xuétángbèi
前焦阁	农村居民点	Qiánjiāogé
尕尔加自然村	农村居民点	Gargya Dewa
西河	河流	Xī Hé / Nubchu
王二湾	农村居民点	Wáng'èrwān
园明山	山峰	Yuánmíng Shān
新杨树塘	农村居民点	Xīnyángshùtáng
小益林	农村居民点	Xiǎoyìlín
桐子陂	农村居民点	Tóngzǐpō
丰家	农村居民点	Fēngjiā
涂家坝	农村居民点	Tújiābà
尧山桥下	农村居民点	Yáoshānqiáoxià
柑子垇	农村居民点	Gānzǐ'ào
树子拉箐	农村居民点	Shùzǐlāqìng
小蚕	农村居民点	Xiǎocán
那满	农村居民点	Nàmǎn
大塘胡村	农村居民点	Dàtánghúcūn
呼仁希和日音敖瑞	山	Huren Xihriin Ôrôi
新华樟树	农村居民点	Xīnhuázhāngshù
小南会	农村居民点	Xiǎonánhuì
水井坑	农村居民点	Shuǐjǐngkēng
叶家新屋里	农村居民点	Yèjiāxīnwūlǐ
杨塘里	农村居民点	Yángtánglǐ
旱魃洞	农村居民点	Hànbádòng
黄宝	农村居民点	Huángbǎo
上南英	农村居民点	Shàngnányīng
林阁	农村居民点	Língé
花剪涂家	农村居民点	Huājiǎntújiā
沙湖桥	农村居民点	Shāhúqiáo
杨家寨	农村居民点	Yángjiāzhài
关公山	山	Guāngōng Shān
驺岗岭	农村居民点	Zōugānglǐng
啦唛箐	农村居民点	Lāmàiqìng
天井沟	农村居民点	Tiānjǐnggōu
陆湾	农村居民点	Lùwān
水口外	农村居民点	Shuǐkǒuwài
新安庄	农村居民点	Xīn'ānzhuāng
康宁箐	农村居民点	Kāngníngqìng
碾房头	农村居民点	Niǎnfángtóu
睦坝乡	乡级行政区	Mùbà Xiāng
象岭上	农村居民点	Xiànglǐngshàng
老角旺	农村居民点	Lǎojiǎowàng
下湖地弄	农村居民点	Xiàhúdìnòng
查干希和日音敖瑞	山	Qagan Xihriin Ôrôi
炭窝	农村居民点	Tànwō
南燕乡	乡级行政区	Nányàn Xiāng
站马垭	农村居民点	Zhànmǎyā
韩家梁村村民委员会	村民委员会	Hánjiāliángcūn Cūnmínwěiyuánhuì
元升屋	农村居民点	Yuánshēngwū
中坑河	河流	Zhōngkēng Hé
康宁村	农村居民点	Kāngníngcūn
坳头坪	农村居民点	Àotóupíng
东乐庙	农村居民点	Dōngyuèmiào
马路田	农村居民点	Mǎlùtián
宋岗	农村居民点	Sònggǎng
大輋村民委员会	村民委员会	Dàshē Cūnmínwěiyuánhuì
福柳村	农村居民点	Fúliǔcūn
栎树窝	农村居民点	Lìshùwō
双叉河	农村居民点	Shuāngchāhé
罗头湾	农村居民点	Luótóuwān
三星钟家	农村居民点	Sānxīngzhōngjiā
后邱	农村居民点	Hòuqiū
塔日格图	农、林、牧场点	Taragt
常岗	农村居民点	Chánggǎng
四里桥	农村居民点	Sìlǐqiáo
三合界	农村居民点	Sānhéjiè
袁家巷村村民委员会	村民委员会	Yuánjiāxiàngcūn Cūnmínwěiyuánhuì
河塘坑	农村居民点	Hétángkēng
衡山河	农村居民点	Héngshānhé
周屋洞河	河流	Zhōuwūdòng Hé
宾吗登	农村居民点	Bīnmadēng
李老庄	农村居民点	Lǐlǎozhuāng
西河峪	农村居民点	Xīhéyù
柘溪村洲上	农村居民点	Zhèxīcūnzhōushàng
鹤子村民委员会	村民委员会	Hèzǐ Cūnmínwěiyuánhuì
罗翰林	农村居民点	Luóhànlín
自嘟鲊	农村居民点	Zìdūzhǎ
荣家	农村居民点	Róngjiā
丰家庄	农村居民点	Fēngjiāzhuāng
先生堂	农村居民点	Xiānshēngtáng
九溪下	农村居民点	Jiǔxīxià
邵庙	农村居民点	Shàomiào
界石子	农村居民点	Jièshízǐ
马芫围	农村居民点	Mǎyuánwéi
千佛寨	山	Qiānfózhài / Qiānfó Zhài
扎姑寨	农村居民点	Zhāgūzhài
跌里岩	农村居民点	Diēlǐyán
黄连桥	农村居民点	Huángliánqiáo
冉家沟	农村居民点	Rǎnjiāgōu
古老庄	农村居民点	Gǔlǎozhuāng
十四罗	农村居民点	Shísìluó
平头乡	乡级行政区	Píngtóu Xiāng
措巴自然村	农村居民点	Dzopa Dewa
上银坑	农村居民点	Shàngyínkēng
三子坪	农村居民点	Sānzǐpíng
吊角湾	农村居民点	Diàojiǎowān
允象	农村居民点	Yǔnxiàng
杀猪窝	农村居民点	Shāzhūwō
于咱洼泊	农村居民点	Yúzánwābó
玉屏西大街	主干路	Yùpíng Xīdàjiē
布日音都日勃勒吉	农、林、牧场点	Bûûriin Dorbolji
石头胡家	农村居民点	Shítóuhújiā
巧交山	山	Qiǎojiāo Shān
木西桥	农村居民点	Mùxīqiáo
柴店	农村居民点	Cháidiàn
北杨寨	农村居民点	Běiyángzhài
黄坡梁	农村居民点	Huángpōliáng
李家噪	农村居民点	Lǐjiāzào
千控	农村居民点	Qiānkòng
加热自然村	农村居民点	Gyarab Dewa / Gyara Dewa
金水田庄	农村居民点	Jīnshuǐtiánzhuāng
骑龙乡	乡级行政区	Qílóng Xiāng
扶家大院子	农村居民点	Fújiādàyuànzǐ
靖店	农村居民点	Jìngdiàn
丁头源	农村居民点	Dīngtóuyuán
张家洲	洲、河岛	Zhāngjiā Zhōu
咪地里箐	农村居民点	Mīdìlǐqìng
巧女山	山	Qiǎonǚ Shān
黄跃坪	农、林、牧场点	Huángyuèpíng
兴隆山	农村居民点	Xìnglóngshān / Xīnglóngshān
上孙楼	农村居民点	Shàngsūnlóu
周岭	农村居民点	Zhōulǐng
麦日自然村	农村居民点	Merau Dewa
新老屋	农村居民点	Xīnlǎowū
志敏大道	主干路	Zhìmǐn Dàdào
柘溪村民委员会	村民委员会	Zhèxī Cūnmínwěiyuánhuì
老君堂	农村居民点	Lǎojūntáng
白湖	农村居民点	Báihú
杨柳窝	农、林、牧场点	Yángliǔwō
内村	农村居民点	Nèicūn
猴王庙	农村居民点	Hóuwángmiào
加热完玛自然村	农村居民点	Gyalrab Barma Dewa
怀望洲	洲、河岛	Huáiwàng Zhōu
未朵	农村居民点	Wèiduǒ
牛陂	农村居民点	Niúpí / Niúbēi
粟允新寨	农村居民点	Sùyǔnxīnzhài
大来港	农、林、牧场点	Dàláigǎng
猫儿弄	农村居民点	Māo'érnòng
朱家大坪	农村居民点	Zhūjiādàpíng
燕安围	农村居民点	Yàn'ānwéi
石马湾	农村居民点	Shímǎwān
阿日囤格	农、林、牧场点	Ar Tunge
郑凹	农村居民点	Zhèngwā
下孙楼	农村居民点	Xiàsūnlóu
小来港	农、林、牧场点	Xiǎoláigǎng
熊家岭	农村居民点	Xióngjiālǐng
进士湾	农村居民点	Jìnshìwān
下糯掌	农村居民点	Xiànuòzhǎng
歌巴拉	农村居民点	Gēbālā
冷家湾	农村居民点	Lěngjiāwān
大泥河	河流	Dàní Hé
艾家屋基	农村居民点	Àijiāwūjī
团梁包	山	Tuánliángbāo
小地	农村居民点	Xiǎodì
火炮嘴	农村居民点	Huǒpàozuǐ
周范庄	农村居民点	Zhōufànzhuāng
羊公垴	农村居民点	Yánggōngnǎo
禾上垇	山峰	Héshàngào
乒达	农村居民点	Pīngdá
小和顺坑	农村居民点	Xiǎohéshùnkēng
濯水	农村居民点	Zhuóshuǐ
刘裴庄	农村居民点	Liúpéizhuāng
阳台山分场	农村居民点	Yángtáishānfēnchǎng
头陂	农村居民点	Tóubēi
大排高	农村居民点	dàpáigāo / Dàpáigāo
嘉陵江	河流	Jiālíng Jiāng
高强村	农村居民点	Gāoqiángcūn
玉河沟	农村居民点	Yùhégōu
巴润苏布日格哈日	农、林、牧场点	Barûûn Subrag Har
西河会	农村居民点	Xīhéhuì
黑啦唛箐	农村居民点	Hēilāmàiqìng
洛措自然村	农村居民点	Lotso Dewa
冈背	农村居民点	Gāngbèi
琥溪村民委员会	村民委员会	Hǔxī Cūnmínwěiyuánhuì
后小王庄	农村居民点	Hòuxiǎowángzhuāng
乌年乌素	农、林、牧场点	Unien Ûs
牌楼秦家	农村居民点	Páilóuqínjiā
子竹窝	农村居民点	Zǐzhúwō
兔子望月	山峰	Tùzǐwàngyuè
挨耻杂赛	山	Āichǐzásài
洞子下河	河流	Dòngzǐxià Hé
傈僳箐	农村居民点	Lìsùqìng
民安山	山	Mín'ān Shān
院口	农村居民点	Yuànkǒu
拉叶尔自然村	农村居民点	Liyul Dewa
阿日善特	农、林、牧场点	Arxaant
黄储坳	农村居民点	Huángchǔ'ào
虎山村山下	农村居民点	Hǔshāncūnshānxià
后单庄	农村居民点	Hòudānzhuāng
咪里么	农村居民点	Mīlǐme
白合冲	农村居民点	Báihéchōng
桂花桥村村民委员会	村民委员会	Guìhuāqiáocūn Cūnmínwěiyuánhuì
竹金湾	农村居民点	Zhújīnwān
铜鼓小河	河流	Tónggǔ Xiǎohé
九石	农村居民点	Jiǔshí
卓屋	农村居民点	Zhuówū
子竹仗	农村居民点	Zǐzhúzhàng
猫儿沟村村民委员会	村民委员会	Māo'érgōucūn Cūnmínwěiyuánhuì
下案背	农村居民点	Xiàànbèi
太山老居	农村居民点	Tàishānlǎojū
六里湾	农村居民点	Liùlǐwān
河子下	农村居民点	Hézǐxià
敖日格其	农、林、牧场点	Orgioq
雷嘴岭	山峰	Léizuǐ Lǐng
北寨垴	山	Běizhàinǎo
南运庄	农村居民点	Nányùnzhuāng
伊山口	农村居民点	Yīshānkǒu
长茅岭	农村居民点	Chángmáolǐng
群乐乡	乡级行政区	Qúnlèxiāng / Qúnlè Xiāng
梓木洞	农村居民点	Zǐmùdòng
龚陈庄	农村居民点	Gōngchénzhuāng
落桂田	农村居民点	Luòguìtián
米打斜	农村居民点	Mǐdǎxié
上案背	农村居民点	Shàngànbèi
界港村民委员会	村民委员会	Jiègǎng Cūnmínwěiyuánhuì
髓干赛	山	Suǐgànsài
白水磜河	河流	Báishuǐqì Hé
大排里	农村居民点	Dàpáilǐ
三坝乡	乡级行政区	Sānbà Xiāng
双坝子	农村居民点	Shuāngbàzǐ
朱苦拉	农村居民点	Zhūkǔlā
莴公岭	山峰	Wōgōng Lǐng
社上胡家	农村居民点	Shèshànghújiā
下金竹	农村居民点	Xiàjīnzhú
直坑新屋	农村居民点	Zhíkēngxīnwū
朱家地前	农村居民点	Zhūjiādìqián
高枧	农村居民点	Gāojiǎn
石观音	农村居民点	Shíguānyīn
南范庄	农村居民点	Nánfànzhuāng
渔溪河	河流	Yúxī Hé
寨头河	河流	Zhàitóu Hé
香山村民委员会	村民委员会	Xiāngshān Cūnmínwěiyuánhuì
坑岖赛恋	山	Kēngqūsàiliàn
岔昌曲	河流	Chàchāngqǔ
文峰村村民委员会	村民委员会	Wénfēngcūn Cūnmínwěiyuánhuì
牛麻埂	农村居民点	Niúmágěng
暗掌山	山	Ànzhǎng Shān
马落岩	农村居民点	Mǎluòyán
味哩	农村居民点	Wèilǐ
奔巴杂隆囊	山谷、谷地	Bēnbāzálóngnáng
前宅	山	Qiánzhái
蔺庙	农村居民点	Lìnmiào
梭罗弯	农村居民点	Suōluówān
查黑勒达格	农、林、牧场点	Qahildag
操坪	农村居民点	Cāopíng
孙门楼	农村居民点	Sūnménlóu
大蓬下	农村居民点	Dàpéngxià
白塔河	河流	Báitǎ Hé
刘轩庄	农村居民点	Liúxuānzhuāng
卡恰	山谷、谷地	Kǎqià
尼您杂郭	山	Nínínzáguō
富塘窝	农村居民点	Fùtángwō
高石坎村村民委员会	村民委员会	Gāoshíkǎncūn Cūnmínwěiyuánhuì
格邹囊	山谷、谷地	Gézōunáng
北京东路	主干路	Běijīng Dōnglù
乔子沟	山	Qiáozǐ Gōu
白马寨	山	Báimǎzhài
荒坑子	农村居民点	Huāngkēngzǐ
鲤鱼田	农村居民点	Lǐyútián
小甲	农村居民点	Xiǎojiǎ
棉地村民委员会	村民委员会	Miándì Cūnmínwěiyuánhuì
柳洲窝	农村居民点	Liǔzhōuwō
巴音查干	山	Bayan Qagan / Bayan Qagaan
白水塘	农村居民点	Báishuǐtáng
鼓楼山	山	Gǔlóu Shān
嫂琼囊	山谷、谷地	Sǎoqióngnáng
英李楼	农村居民点	Yīnglǐlóu
坪窝	农村居民点	Píngwō
陆庙	农村居民点	Lùmiào
坞泥畈	农村居民点	Wùnífàn
谷堡	农村居民点	Gǔpǔ
华我屋	农村居民点	Huáwǒwū
哈拉金嘎恰	山	Haljan Gaqaa
长源李家	农村居民点	Chángyuánlǐjiā
滩老湾	农村居民点	Tānlǎowān
三溪坳	农村居民点	Sānxī'ào
合日呼舒	农村居民点	Heerhûxûû
刘寺古堂	农村居民点	Liúsìgǔtáng
搔本嘎拿	山	Sāoběngāná
金鱼桥	农村居民点	Jīnyúqiáo
杭高日陶勒盖	农、林、牧场点	Hongor Tôlgôi
底么村	农村居民点	Dǐmecūn
靖林岭	农村居民点	Jìnglínlǐng
古坟梁	山	Gǔfén Liáng
石峡许家	农村居民点	Shíxiáxǔjiā
内屋	农村居民点	Nèiwū
大桥镇黄泥塘	农村居民点	Dàqiáozhènhuángnítáng
那布塔嘎日敖包	农、林、牧场点	Nabtagar Ôbôô
尕拉堂拉喀	山	Gǎlātánglākā
隆雀合	山谷、谷地	Lóngquèhé
栎桥	农村居民点	Lìqiáo
三溪庙下	农村居民点	Sānxīmiàoxià
方家桥河	河流	Fāngjiāqiáo Hé
新屋雷家	农村居民点	Xīnwūléijiā
队干娘	农村居民点	Duìgànniáng
李胡庄	农村居民点	Lǐhúzhuāng
得底么	农村居民点	Dédǐme
塘坑垄	农村居民点	Tángkēnglǒng
前隆本	山谷、谷地	Qiánlóngběn
哈日呼舒乃乌珠日	农、林、牧场点	Har Hûxûûnii Ujuur
九连岗	农村居民点	Jiǔliángǎng
望江围	农村居民点	Wàngjiāngwéi
东海岭	农村居民点	Dōnghǎilǐng
擦总加咔	农村居民点	Cāzǒngjiākā
三溪松树	农村居民点	Sānxīsōngshù
泥口	农村居民点	Níkǒu
黄屋场	农村居民点	Huángwūchǎng
碧溪桥河	河流	Bìxīqiáo Hé
阿左哩	农村居民点	āzuǒlǐ
陷里	农村居民点	Xiànlǐ
暗坑门口	农村居民点	Ànkēngménkǒu
藏巴	山谷、谷地	Zàngbā
刘大塘林场	农村居民点	Liúdàtánglínchǎng
笔子脑	山峰	Bǐzǐnǎo
小河屋	农村居民点	Xiǎohéwū
三溪寨家	农村居民点	Sānxīzhàijiā
哈日得	山谷、谷地	Hārìdé
团堡山	山	Tuánbǎo Shān
水淹氹	农村居民点	Shuǐyāndàng
涨菩高秦	山谷、谷地	Zhǎngpúgāoqín
河上村	农村居民点	Héshàng Cūn / Héshàngcūn
萨尕达	农村居民点	Sàgǎdá
仰天寺	农村居民点	Yǎngtiānsì
尼合然	山谷、谷地	Níhérán
前龙山	山	Qiánlóng Shān
铺刘	农村居民点	Pūliú
坝溪	农村居民点	Bàxī
孙黄庄	农村居民点	Sūnhuángzhuāng
阿沼邦街	山谷、谷地	Āzhǎobāngjiē
昌东大道	主干路	Chāngdōng Dàdào
德德查干额日格	农、林、牧场点	Deed Qagan Erg
乌龟塘	农村居民点	Wūguītáng
高强拿于科	农村居民点	Gāoqiángnáyúkē
天成乡	乡级行政区	Tiānchéng Xiāng
下园头	农村居民点	Xiàyuántóu
河下村	农村居民点	Héxià Cūn
塘下坪	农村居民点	Tángxiàpíng
棠溪姜家	农村居民点	Tángxījiāngjiā
姜隆靠	山谷、谷地	Jiānglóngkào
小黄山	农村居民点	Xiǎohuángshān
乌梅山	山峰	Wūméi Shān
阿拉腾浩日格	山	Altan Horg
邦隆杂茶喔赛	山	Bānglóngzácháwōsài
加娘拉	山口、关隘	Jiāniánglā
前南坡	山	Qiánnán Pō
小米地一社	农村居民点	Xiǎomǐdìyīshè
坡上魏村	农村居民点	Pōshàngwèicūn
脊诉赛	山	Jǐsùsài
瓦密山	山	Wǎmì Shān
松子远	农村居民点	Sōngzǐyuǎn
五甲	农村居民点	Wǔjiǎ
卓屋塅	农村居民点	Zhuówūduàn
五泉洞	农村居民点	Wǔquándòng
瑟秦拉喀	山口、关隘	Sèqínlākā
夜蒿树房子	农村居民点	Yèhāoshùfángzǐ
都贵布隆音巴润敖瑞	山	Dûgai Bulangiin Barûûn Ôrôi
东管	农村居民点	Dōngguǎn
鲜店乡	乡级行政区	Xiāndiàn Xiāng
石南坪	农村居民点	Shínánpíng
柴家二房沟	农村居民点	Cháijiā'èrfánggōu
蓑衣坑	农村居民点	Suōyīkēng
汪姜庄	农村居民点	Wāngjiāngzhuāng
玛什挡塘	农村居民点	Mǎshídǎngtáng
新杨家	农村居民点	Xīnyángjiā
兹兰堂小区	农村居民点	Cílántáng Xiǎoqū
风车岭	山峰	Fēngchē Lǐng
大鱼塘村村民委员会	村民委员会	Dàyútángcūn Cūnmínwěiyuánhuì
果园新村村民委员会	村民委员会	Guǒyuánxīncūn Cūnmínwěiyuánhuì
茶毛郭	山	Chámáoguō
巴润阿嘎如特	农、林、牧场点	Barûûn Agrûût
新洋湖	农村居民点	Xīnyánghú
胡家瓦房	农村居民点	Hújiāwǎfáng
太阳斜	农村居民点	Tàiyángxié
田溪村民委员会	村民委员会	Tiánxī Cūnmínwěiyuánhuì
石盆岩	农村居民点	Shípényán
小米地二社	农村居民点	Xiǎomǐdì‘èrshè
